text,label
is there a charge for using transfers for top ups?,56
what should i do if my physical card isn t working?,14
my transfer was wrong are you able to stop it before it goes through please?,8
show me please how to reset my passcode.,44
why do your exchange rates change,32
are there any express fees if i want my new card faster?,9
i was charged an extra pound.,34
what are the exchange rates for foreign currency atms,76
there s a debit on my account that i didn t do.,28
i am 16 and just started working at mcdonalds can i deposit my checks at your bank?,1
i got a message that i cannot name x as a beneficiary.,7
i need some help i thought you guys accepted crypto top ups?? it won t seem to let me do it. i put money in my account and now it s gone and i didn t spend it. where did it go??,61
i need you to stop the transfer i just started as soon as possible i just realized it s not correct!,8
i tried topping up using my card but the money is gone?,62
my cash withdrawal isnt showing on my account,46
when i got cash my exchange rate was off.,76
my card payment is just showing up as pending since forever what s going on with that it should be going through at some point?,45
my virtual card is just not going through.,72
is there a way to track the new card you sent me?,11
why was my top up rejected?,59
i tried taking money from the atm but no money came out but the transaction is still pending? how is this possible?,46
i am reluctant to use atms international because i don t get an accurate exchange rate,76
i already have a card and want to link it,13
where do you deliver cards by mail?,43
my work sends me all over the world can i get a discount for all the money i have to exchange?,31
how does a transfer work?,65
i have been waiting for my top up to complete and it still hasn t gone through.,47
what is needed for identity verification?,69
how do i find top up for cash deposit,58
how come the atm won t give me my money?,26
my identity verification didn t work,68
my card is needed soon,12
which establishments will accept my card?,10
do i get a card to keep in my wallet?,43
is there anywhere i can t use my card?,10
can i use my account now even though my identity verification has not gone through yet?,74
i noticed on my online statement that an atm withdrawal i made early is still pending. is this accurate?,46
where s my top up code?,71
i got my american express in apple pay why is top up not working on my device?,2
how much would i be charged for a transfer?,56
do you charge if i use a european bank card for top up?,57
i went to top up and it is no longer there. was it sent back?,61
i made a cash deposit but it hasn t shown up in my balance yet.,6
which outlets accept my card?,10
is there a way to do automatic top up,4
where do my funds originate from?,70
can you tell me where to go to get a disposable virtual card?,37
a cash withdrawal has been done that i didn t do.,20
are there restrictions for my disposable card since it does not seem to be working?,72
can i auto top if i m low on funds?,4
why are the payments being declined on my new card? i tried several times to use my new card to pay for my gas at the shell station in my neighborhood. i am very distressed about my new card not working.,25
i want to set a new pin,21
is my card frozen?,14
can you remove my account please?,55
i tried to make a transfer and it was declined. why?,27
with this app will i be able to exchange currency?,33
i got charged for with a fee for paying with my card.,15
if i found an error in my account for a transaction i didn t make how long to i have to dispute it?,28
why aren t my payment funds available to me?,45
i would like to re activate my card it was previously reported lost but i found it this morning.,13
if my pin number is rejected how do i solve it?,49
i bought something in another currency but the exchange rate was incorrect.,17
when can i expect to receive my new card?,12
the card that i have isn t working. this is the physical card.,14
i deactivated my card but would like to reactivate it.,13
is it normal to be charged an extra fee when paying with my card?,15
where is the cash from my cheque i recently deposited?,6
i haven t gotten my credit card in the mail.,11
how do i verify the source of my funds?,70
i just realised i made the wrong payment yesterday. can you please change it to the right account? it s my rent payment and really really needs to be in the right account by tomorrow,8
i think my statement has a fraudulent charge,16
how is the exchange rate doing?,32
where are the cards transported to?,43
i need a physical card.,43
may i receive a different card pin,21
how can i revert a transaction from this morning?,8
i see a direct debit transaction in my history that i did not set up.,28
for some reason my account s been charged an extra dollar.,34
where can i find your locations?,24
i need to top up but i have to use an international card. is there a cost for that?,57
i wanted to buy something online yesterday but i could not because the card got declined on the day of and the following day. what is wrong with the card?,27
i got a strange cash withdrawal in my statement,20
is there a maximum amount of top ups?,60
my transfer has still not appeared.,5
i need to create several disposable cards per day.,29
i ve checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. the transfer is still not available so can you please find out what is going on?,66
can a credit card be used to transfer money?,62
can it be delivered on a certain date?,12
tell me why there is an extra charge when i used an atm?,19
why was my cash withdrawal declined?,26
what happened! i asked for 30 pounds at your atm and only go 10. the machine lied about it too. it said i received the full 30 pounds. someone better help me asap on this.,75
what do i do if my disposable virtual card doesn t work?,72
seems like my top up has failed,59
what is the identity check for?,74
i m having difficulties changing aud for gbp. how do i do this?,33
i just completed a bank transfer and the balance didn t update,5
the app won t let me top up my account,59
i seem to be having trouble with my google pay top. can you please help?,2
if i want a friend to top off my account can they?,62
my transfer was declined. why did this happen?,27
i couldn t transfer money to my bank why not?,7
what is my top up limit?,60
my latest transfer seems to be missing.,5
i need to reset my passcode this one isn t working,44
i need to get some more physical cards.,39
how would i use a disposable card?,37
how can i link my bank to my top up account?,65
even though it s late i wanted to see about disputing a charge. i was just looking through my transactions over the past couple of months and noticed a pretty large amount that was not completed by me. is this possibly something i can still do.,28
how long does it take in europe to do a transfer?,67
how does someone else top up my account,62
so i ve been using my account frequently to manage payments for my vacation house in a different country and now i m getting hit with ridiculously high fees! what s with that? ought not i be rewarded as a frequent user?,64
i have my card here with me and someone has just made a withdrawal for 500. please help!,20
what are the top up fees for using an european bank card?,57
i can t find my phone what can i do to prevent someone from accessing my account on it?,42
i have got out the wrong amount from an atm. please tell me the process to get the cash back as in app its showing the amount i have been actually received.,75
someone that i had to send money to told me that they didn t receive the full amount i sent them can you look into this?,64
why is there some cash that i did not deposit in my account?,20
is apple pay costly?,2
please can you block the transaction i just sent from my account? it was a payment but i accidently typed in the wrong details and think it might have gone to the wrong place.,8
my foreign currency exchange has been applied incorrectly.,17
why do i need to verify a top up?,71
can i top up as much as i want?,60
i put money into my account in the form of a cheque but my balance did not change.,6
my card expires soon,9
the rate of exchange isn t right for my cash withdrawal.,76
are you only able to get a card if you re in the uk?,24
i am having trouble finding the top up card verification code.,71
i keep getting an error message when i m trying to transfer funds! why aren t you accepting that?,7
why are there multiple transactions showing for one purchase?,63
where can i withdraw money from?,3
i can t input my pin again.,49
is there a local atm that will provide british pounds i have no money for my homeward journey and do not feel comfortable waiting until i arrive in britain. will a withdrawal involve extra charges?,76
i was charged twice when i didn t purchase anything twice.,63
how do people send me money?,50
what do i have to do to activate my card?,0
is apple pay a possible top up option?,2
hi today i have tried to make payment by my new card but payment got declined many times. i am very disappointed please look into this.,25
can i get a real card?,43
there s been a transaction to the wrong account.,8
how do i report my card as lost or stolen?,41
how can i get my money back on an order. i haven t gotten the item yet so i want to cancel the order. how?,52
why hasn t the money i transferred into my account shown up yet?,5
my attempted transfer failed.,35
i m out of money can i add money with my bank?,65
where is my transfer from country ?,5
transaction refund missing from my statement.,51
will my new card work outside of the eu?,24
please give me both a visa and a master card.,73
i need to make an immediate cancellation related to a transfer. this was a mistake. please assist quickly so this does not actually go through.,8
how long does it take for a transfer?,67
what are all of the different steps for identity checks?,69
how do i discontinue my account?,55
do i really need to verify my identity?,74
the atm keeps declining my card! i tried two different atms already can you please check if everything is alright with my account??,26
please close my account. i am unsatisfied with your service.,55
the app is saying i made a withdrawl but i didn t.,20
will i be charged if i use european bank card for top up?,57
there is a cash withdrawal from an atm listed but i don t remember making this withdrawal.,20
what s the cost for exchanges?,31
i have another card from the u.s. will you be able to accept that one?,54
how can i make my card ready to use?,0
why can t i take money from my account?,26
why isn t my google pay top up working for me? did i do something wrong?,2
how do i become aware of where my funds come from?,70
the card pin is not visible anywhere?,38
why would my transfer be declined? i ve checked that i ve put in all the right details but it is still declined.,27
i don t see the verification code for my card transfer.,71
how much does a transfer cost?,56
how can i lookup where funds came from?,70
how come i have pending transfers?,48
do cash machines let me change my pin?,21
asked for 100 but only got 20. why would this happen?,75
will my gpb update my salary,50
where do my funds come from?,70
can you check if my money has reached my account since it is not showing up yet?,5
how do i use my card if i lost my phone?,42
can i get a visa card?,73
is it possible to get a refund for the item?,52
is there a limit on the number of times i can use a disposable card?,29
i made a mistake and need to cancel a transaction,8
i reside in the us but i want a card.,24
can you please check if i was charged twice?,63
there is a pending 1 charge on my statement. i haven t purchased anything for 1 . why is it on my statement?,34
why caused my top up to not work?,59
i can not seem to make a successful transfer can you tell me what i m doing wrong?,35
is the top up feature available on the apple watch?,2
how to get new card?,23
the exchange rate given to me wasn t correct after i purchased an item,17
what are the rules for a top up?,60
can i order a new card? mine is about to expire.,9
can i hold money in multiple currencies?,36
how to i go about getting my virtual card,40
how is the pin delivered?,38
the atm didn t let me get any cash,26
is there a reason my new card hasn t arrived?,11
what is the time frame for european transfers?,67
am i able to stop a transfer?,8
i bought something and now i want a refund.,52
how much would it cost me if i transfer?,56
can i top up by card?,62
tell me where i can find the auto top up feature and a little bit about it please.,4
is there a specific source that the exchange rate for the transfer i m planning on making is pulled from?,32
how long do tranfers from a uk account usuallt take for you? i just made a transfer and nothing shows up so just wondering if things went ok,5
what are the steps that i need to take to activate a new card?,0
how do i request more physical cards?,39
there is a transaction showing up several times.,63
i need to cancel my recent transfer as soon as possible. i made an error there. please help before it goes through.,8
are there any charges for topping up my card?,57
why is your exchange rate different on different days?,32
will there be a fee if i receive a sepa transfer,56
i am missing my refund.,51
can i see where my money is being transferred from?,70
what all is needed for the identity verification?,69
i m looking for the cash deposit top up option but can t find it. can you help me?,58
my exchange rate looks wrong for my last payment,17
how fast can you fix an error in payment? i made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.,8
what is the reason for this fee i got after a simple cash withdrawal?,19
the exchange rate was different than expected,76
how can i hold and exchange fiat currencies?,36
are you available in my country?,24
why hasn t my top up gone through?,47
how long before a check i send clears?,58
why hasn t my refund been appiled to my account?,51
is there a fee for physical cards?,43
why do i have an extra fee on my statement?,34
there s an unauthorized cash withdraw,20
i purchased something about one to two weeks ago but for some reason the payment was returned to my account today even though i ve already received one of the items. can you tell me what s going on?,53
visa and mastercard can i get them both?,73
why was one of my transfers declined?,27
are both visa and mastercard accepted?,73
how long will my top up be pending?,47
how do i unblock my card using the app?,14
help! when will the card arrive at my home?,12
how do i make more than one disposable card in a day?,29
my source of funds need verification.,70
i am unable to transfer money. i believe it is not working because it states it was declined.,27
what do i do if i believe to be a victim of credit card fraud?,22
i think something went wrong with my card delivery as i haven t received it yet.,11
hi i am new to this. are there any additional fees or charges that i should be aware of? i was looking through the app and i thought i saw something in regards to fee free allowances.,15
just today there was a purchase on my card that wasn t done by me. can this be reversed and my card be frozen? i can t have this continue!,16
my refund is not showing.,51
there is an incoming payment into my account but it is deactivated. will they still be processed?,36
i was recently mugged and would like to know if i have to have access to the app to use your services and how i would go about setting up your services on a new device belonging to a current user?,42
are top ups unlimited?,60
how do i top up? can i use my apple watch?,2
my card isn t working at all. what happened?,14
what should i do if i can t prove my identity.,68
i want to transfer some money from my other bank account into this one.,65
can you make sure i get a mastercard and not a visa?,73
i was checking my statement and my top up has been reverted,61
i tried to top up with my card but it was declined. i was able to a couple days ago and it worked. is something wrong? can you check it for me please?,59
is it normal to have to wait over a week for my new card?,11
money that i have transferred hasn t arrived yet,5
what are the guidelines for the disposable cards?,29
i do not see the money i transferred into this account,5
can you explain why my payment was charged a fee?,15
how to get a new card in china,9
i tried using my card but it doesn t work.,14
hi i have done a topup but my money was reverted. please look into this issue.,61
i was unable to make a transfer to another account.,7
can i use app to freeze my card and dispute fraud?,22
what do i have to do to get a visa credit card?,73
hello. i looked at my account and see that a transaction i tried to do is pending but i did not complete that transaction. when i was at the atm the machine declined my card. can you make sure that transaction does not go through because i definitely did not receive the money.,46
why was the exchange rate wrong when i got cash,76
i didn t get the correct amount of money from the atm machine,75
my refund is not here yet,51
what countries are getting support?,24
why is their a charge pending on my card still?,45
after i used my card i saw i was charged a fee for using it,15
when will the transfer go through?,48
how do the disposable cards work?,37
what is the daily limit on my card?,60
my card wont work at an atm,26
how do i change to a different currency?,33
if i only have 1 other us card can you take it?,54
i would like to know more about what a disposable virtual card is?,37
what is the process for unlocking the pin?,49
i need australian dollars instead of uk currency.,33
i believe that my card has been stolen!,41
is there a charge or discount if i use a european bank in a top up?,57
there is a fraudulent payment!,16
i would like to have assistance with activating my card.,0
is there a reason my transfer would have been declined?,27
my payment has been returned.,53
i bought an item at the wrong exchange rate.,17
i would like to link my card to my account.,13
i was only given 20 after trying to withdraw 100,75
am i able to top up with this cheque i received?,58
how do i know if my top up was unsuccessful?,59
since when do you charge to make a withdrawal? i ve always done it for free. so how much is it now?,19
why did i get charged a fee for my transfer?,64
i can t get my card to work.,14
i ve tried completing a very standard transfer and have already attempted it 5 times. what s going on here? is there a problem with your system?,35
i can t find the virtual card,40
the atm sucked my card in.,18
in which countries does your app work,24
why did i only receive a partial amount of what i tried to withdraw?,75
my top up is still pending,47
why is there a service fee on my statement?,34
can it automatically top up money if there isn t much left?,4
please update me on whether you have received the funds for the refund of the large purchase i made recently. i have requested this from the merchant days ago but still haven t got anything.,51
one of my charges was declined but the second one went through. but i notice on my app that one of them has gone through and the other one is still pending. please ensure that only one charge is processed. thanks,63
the atm kept my card?,18
how do i use auto top up?,4
i am being charged a pound out of nowhere. what is this?,34
the app won t let me log in as myself.,68
can i use both visa and mastercard,73
am i able to add money into my account using my american express?,54
will i get a visa card or mastercard?,73
can i add a new currency to my account?,33
i would like to reactivate my card that i previously reported lost. i located the card this morning.,13
i recently transferred some cash but the balance has not changed.,5
i was wondering if you will take any fees in exchange for top ups?,57
how many top ups can i use?,60
how can i find the nearest atm?,3
why would the app show a withdrawal that i did not make?,20
i sent a payment to the wrong account number can that transaction be reversed? i am worried about accidentally giving my money away.,8
can i track history on funds?,70
when will my transfer arrive from europe?,67
i only got 20 of the 100 that i attempted to withdraw.,75
why is my payment declined? it looked like everything worked ok and my account was fine.,25
i paid for something in foreign currency but noticed the exchange rate is incorrect.,17
if i use a european bank card for top up do i get charged?,57
can you please explain the topping up transfer process?,65
i need a visa card,73
i withdraw money abroad but i didn t get the right amount.,76
how much more do i have to pay to exchange currencies?,31
something is wrong with my exchange rate charge,17
an extra fee of 1 was in my statement,34
someone stole my wallet a couple of hours ago now and they have taken money from my account. is there any way that you can help so i won t lose any more of my money.,20
why am i not allowed to add a certain beneficiary?,7
when can i expect to receive my card?,12
i could not transfer to a beneficiary,7
i lost my password,44
i tried my pin too many times and now my card won t work!,49
does this app have the same exchange rate as third parties?,32
the balance has not been updated.,5
my top up is not showing up in my wallet!,62
my phone was left behind. can i still use my card?,42
i still don t have my pin.,38
where in the european union can i get a card?,24
what is this charge i didnt do it what can i do,28
what documents do i need to get together to verify my identity?,69
i am having trouble transferring money to a beneficiery.,7
could you please check one of my transfer which i made few hours ago from my uk bank account as its not showing yet.,5
can i add money to my card automatically during a trip?,4
i should have received a refund however it is not showing on my statement,51
can i get a single use virtual card,37
could you please tell me how to activate my new card?,0
what is the maximum top up?,60
i would like to edit my personal information .,30
can i go ahead and use my account even though my identify hasn t been verified yet?,74
if i want to get an account for my daughter can i do that?,1
how can someone send me money?,50
why can t i get cash from the atm?,26
can i top up my account with google pay?,2
when will the money reach my account?,67
cash from this morning has not deposited,6
how long does it take to get my card i am in a rush,12
for a week now i have tried to use my card and it is still not working.,14
i want to terminate my account,55
why would a cash withdrawal still be pending?,46
how long does a card delivery take?,11
i want to go back on what i did this morning,8
how can i change my name because i just got married?,30
why was i charged a fee for transferring money,64
the transfer i just made needs to be cancelled right now. it was my mistake. please help me cancel it before it goes through!,8
do you know what the restriction of the disposable cards are?,29
i used my card the other day to get cash from an atm and was charged an extra fee. i don t understand why i am being charged a fee all of a sudden. i thought it was free to withdraw from an atm?,19
i deposited a cheque but the balance hasn t changed yet.,6
i did not receive all of my cash back,75
tell me why my card payment would be reverted.,53
i would like to get an account for my child.,1
my package is taking too long to arrive and i don t want it anymore. can i get a refund?,52
how long will delivery to the us take?,12
what do i need to have with me to activate card,0
can i activate my card?,0
do you do visa or mastercard?,73
my card payment didn t go through.,25
my top up was reverted. can you help?,61
i tried to buy something online yesterday but it wouldn t stop saying declined. tried again today but same thing happened. what s broken?,27
i sent some money and the account hasn t recived the transfer i made.,66
why am i getting charged more for using my card?,15
i would like to give another card to my daughter how can i proceed?,39
where can i receive my card?,43
show me where to order my card.,43
what are some reasons that would cause atm machines to decline my card? it has happened to me multiple times!,26
when will my transfer be in my account?,67
i can see an extra 1 charge on my app. why did you charge me extra?,34
i made a payment that seems to be stuck. it s been a couple of days already. can you tell me how long it will take?,45
i don t think the exchange rate was right.,76
i topped up but the app reverted it,61
i am still waiting for a transfer to show up,48
i do not recongize a payment in my account.,16
help me! when i was abroad the exchange rate was wrong.,76
there s a cash withdrawal that didn t make that is showing up.,20
how much more do you charge for currency exchange?,31
how can i change my pin? help.,21
my balance doesn t include my latest transfer,5
what do i do if my card has been lost or stolen?,41
i need to activate my card how is that done?,0
will the transfer show up in my account soon?,67
what do i do if i forgot my passcode?,44
the exchange rate for my withdrawal is wrong,76
can i top up my card with other cards?,54
i no longer have my phone with the app what should i do?,42
why is my withdrawal wrong? i took out 100 but only received 20.,75
i was charged twice for an in store purchase that i thought was declined. my app says that it s still pending for one of the payments. please make sure one of the charges is removed.,63
what s the pending length for credit transactions? i ve had one in my pending category now for days and it won t move to processed.,45
is it possible to get both visa and mastercard from you?,73
why is my disposable virtual card being denied?,72
where do i go to add a new card?,13
i don t want to verify my identity,74
am i able to modify my account details?,30
my account is blocked because i entered the wrong pin too many times. help me unblock.,49
what currencies and methods can i use to top up my account?,54
why was my card declined?,25
my money s disappeared from my account! i topped up the other day and it was there but now it s not. help?,61
i tried to add a topup to my account but the money isn t there anymore. did i do something wrong?,61
how can i make my card show up in the app?,13
what steps do i take to unblock my pin?,49
i just got this card i don t know how to activate it.,0
i do not like this i made a simple transfer but i have an additional charge for doing so.,64
my account isn t showing the refund,51
can i top up my account with a cheque?,58
my transfer failed why did that happen?,35
what is the present state of the exchange rate?,32
the app is having trouble verifying my identity.,68
are there specific atm s i can use with this card?,3
why do my transfers keep failing?,35
one of my transactions needs to be canceled.,8
my pin was blocked how do i make it so i can use it?,49
i am not able to prove my identity,68
what is this direct debit in my statement?,28
hurry and refund me i am waiting,51
why can t i see my pin?,38
what is the youngest age for an account?,1
why hasn t my transaction arrived?,66
i think my top up has been reverted,61
what currencies can be exchanged in the app?,33
why do you need so much information about my identity?,74
i still want to use my account but haven t verified is that ok?,74
is there a transfer fee?,64
will my card be accepted all over the world?,10
can i get the mastercard?,73
i do not know where the transaction is.,66
i m confused as to why my top up did not go through.,59
someone made a mistake on my money transfer because i was charged extra fees.,64
is the pin delivered separately?,38
how do i make my transfer go through,27
when do i get my card pin?,38
can i transfer money to my account with the app?,65
why can i not transfer money into my account?,65
i ordered a card and i still haven t received it. it s been two weeks. what can i do?,11
where is my new card?,11
why isn t top up working? my top up money disappeared after i saw that it was successfully transferred. is it gone? where did it go?,61
i havn t received my pin yet.,38
i have an unknown charge.,28
my transfer hasn t arrived,66
i requested a refund for a large order the other day and don t think i received the funds. can you tell me if you see them or not?,51
please help the atm swallowed my card what do i do?,18
what fiduciary currencies are supported for tenure and exchange?,36
i want to get a visa and mastercard is it possible to get both from you?,73
why and i being charged this fee?,15
i transferred money and it hasn t come yet,66
why would a merchant refuse a payment,53
i want to request a physical card,43
do i need to order a new card if mine is expiring?,9
why does my transfer keep generating an error message?,7
i received a returned payment that i made.,53
i want a card. what is the procedure?,43
need to report a change of address.,30
what is the strange cash withdrawal on my statement?,20
how do i receive a refund for my item?,52
where are your cards delivered to?,43
please explain why my top up didn t go through.,59
i haven t received my card and am worried it is lost.,11
i want to order another crad,39
i noticed the exchange rate for cash withdrawal isn t right.,76
is it simple to transfer money using my credit card?,62
what do you require to verify someone s identity?,69
can i exchange to eur?,36
someone stole my card. i need to report it stolen. i made a police report already but how do i report it with you?,41
why was my new card declined?,25
what are the steps to activate my card?,0
hello i have recently made a purchase and have decided to cancel my purchase. is there any way that you can cancel that transaction for me so i can get the money back? it s very important.,52
help! my card is stolen.,41
your exchange rates come from where?,32
if i m not in the uk can i still get a card?,24
do you accept all cards and currencies?,54
is it acceptable to use my card anywhere?,10
i am having trouble verifying my id.,68
how do you do currency exchanges?,32
i need to cancel my recent transfer immediately i made a mistake there please help quickly before it goes through,8
could you tell me why my top up isn t showing in my wallet?,62
can i choose a date for delivery?,12
my credit card payment has been in pending status for a super long time. i don t get it. why is it like this? when will it go through?,45
what us the fee to transfer money from my bank?,56
tell me how to reset the passcode.,44
i need to add money to my account. can i do so via bank transfer?,65
my purchases from this morning are showing up as payment pending. can you tell me why?,45
if i don t live in the uk can i still get a card?,24
i m not okay with this fee on my statement.,34
my transfer did not seem to work.,35
my identity verification isn t working,68
i am calling because the atm didn t give me the right amount of cash but my app shows the actual amount i wanted to withdraw. what should i do to get my money back?,75
i sent a cheque to you a few days ago and the deposit has yet to appear in my account. i need this money what is the problem?,6
i exchange my currency quite a bit. do i get an exchange price break?,31
how do i link a new card?,13
i want to top my account by using a bank transfer. how would that work?,65
what atms accept my card?,3
what atm accepts mastercard?,3
how much time do transfers take? i sent money to a friend who needs it fast. it s been hours and the money has not gone through.,66
how do i get my card pin?,38
the application reverted my top up.,61
we need both a visa and a mastercard.,73
still waiting on that card,11
i think the exchange rate was incorrect.,76
am i limited to what atm i can use my card?,3
i went to do a transfer and it was declined.,27
what am i going to need in order to activate my card?,0
when will i get a new card when i order it and how much will it cost.,9
i made a transfer and the receiver said an amount was received but less than the right amount. i now have to transfer more to get the remainder to the receiver. can you tell me about this. what s been going on?,64
how come my card payment is still pending?,45
what can i expect if i use bank transfer to top up my account?,65
do you support the eu?,24
why hasn t my transfer gone through,35
card payment has be declined.,53
how do i activate my card so that i can start using it?,0
what would lead to my top up still pending?,47
my account was charged for a withdraw i tried to make that was decline.,46
where can i activate my card?,0
can i hold money in other currencies?,36
what s go on where is my new card?,11
in what countries do you do business?,24
extra fees on a cash withdrawal not cool.,19
my card has gone missing.,41
i want to give a second card for this account to my daughter would this be possible?,39
my credit card got declined for top up! what s going on? can you check on why it didn t go through?,59
there was a limited amount of money available at the time of my transaction.,75
i would like to order a virtual card.,40
i just recently got a new beach condo in bora bora and to furnish it i used this account a lot from overseas. it s upsetting being a long time customer of yours that i saw extra fees on my account from my currency transfer. is this what i should expect from you in the future?,64
why didn t my payment process,45
i signed up but don t have a pin. where can i find it?,38
reverted top up,61
how much can i top up?,60
no transactions are being accepted what s wrong with my card?,14
i sent my friend some money a few hours ago but she has not received it yet. she really needs it. how long does this take?,66
why can t i take 100 out,75
there was an unexpected fee for my cash withdrawal!,19
i sent money about 5 days ago and the recipient has not received the money yet.,66
what are the steps for depositing cash into my account?,58
i purchased an item and the exchange rate was wrong,17
why is a payment showing up on my card as pending?,45
how much can i top up on my card?,60
would like to use my card and need to activate it first. can you help me do this?,0
lost my card in atm,18
need help with a stolen card.,41
how do i activate a new card?,0
hello i made a payment with my card and it s not working. it s been a while and still says its pending. can you tell when this will go through?,45
tell me why there is a charge on my cash withdrawl.,19
why is my transfer still pending after all this time?,48
i have cash deposit to my account but it is experiencing a problem,6
help me! i don t know what my password is.,44
can i directly transfer my salary onto here?,50
the atm didn t give me what i asked for but my balance says it did,75
how can i replace an expired card?,9
do you deal with eur?,36
i would like to use the bank transfer feature but i can t find it. can you please give me the details?,65
do you have to order a new card before your current card expires?,9
why was i overcharged a pound!?,34
i think someone is using my card to withdraw money. someone stole my wallet. what can i do? it is urgent.,20
is there a way to revert my transaction from this morning?,8
why did i not get all the cash i asked for?,75
i was charged an extra dollar on my account and would like to know the reason.,34
send me my card now! asap,12
where is my card?,11
i put my check in the bank but i haven t gotten my cash yet?,6
how long will it take for me to get my card?,11
when i travel can it automatically add money in certain intervals?,4
can i make a withdraw in my home currency at an atm? i m on vacation and am a bit worried because i don t have cash with me. is it possible to withdraw here without any additional costs or fees?,76
i sent a payment but the person i sent it to says they don t have it,66
the app is showing mt withdrawals that aren t mine.,20
i believe that the rate of exchange for my cash withdrawl is incorrect.,76
i am unaware of what my password is.,44
how do i deposit cash?,58
what is the timeframe for a transfer in europe?,67
please explain to me the circumstances in which my card payment would be reverted?,53
my phone was stolen what should i do first?,42
the atm won t give me my card back. i need it back now!,18
what is this 1 fee in my statement?,34
how do i get my money back for a duplicated charge?,63
i am trying to revert a transcation i did this morning,8
machines make mistakes too! the atm gave me the wrong amount of money. too much!,75
why would my card payment be reverted?,53
are transfers not free? i didn t know i would be charged for transfers.,64
my topup got reverted. please let me know if there is any issue in system.,61
i thought i left my card at a restaurant but they claim not to have it and now i don t have any idea where it is. i m so worried that someone might be using it fraudulently. is there any way to look into this?,41
why is there an identify check?,74
since i just got married i need to change my name.,30
why hasn t my transaction been completed?,66
why didn t my transfer to a beneficiary go through?,7
i think my pin has been compromised what do i do?,21
i do not see a top up processed.,47
my wallet got stolen a couple hours ago and now i ve seen there already is a withdrawal. help this is absolutely urgent i don t want to loose more money,20
my top up failed why?,59
i tried to buy something online yesterday and was told declined. i got the same error today after trying again. what is the problem?,27
my card hasn t arrived yet. what do i do?,11
what are the top up charges for all us cards?,57
i am overseas in china can i get a replacement card?,9
this transaction needs both a visa and a mastercard.,73
i m interested in learning more about product refunds.,52
the top up is pending.,47
the atm machine would not give my card back,18
the app passcode has completely slipped my mind.,44
i have a transfer that is still pending.,48
how do i get my card back after the atm has pulled it in?,18
my credit card was declined for top up. can you see if there is enough funds in my account?,59
a receiver made me aware that they did not receive the full transfer that i made. the amount was showing to be a bit less. i now have to make a second transfer just to make up the difference. can you reach out and let me know what s going on?,64
i don t understand why i was charged extra for withdrawing money?,19
how do i get money from an atm using my card? i can t seem to get it to work? i used the pin i had but maybe it s wrong? what do i need to do to fix this?,26
can i have a second card?,39
i used to know my password but not anymore.,44
i need my card to be activated right now.,0
how to get virtual card,40
i have exceeded the number of pin attempts,49
how long does it typically take for a pending atm withdrawal to clear?,46
what is the procedure to transfer money to my account?,65
hi i have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord s end. the numbers are correct. can you confirm when that will go through?,66
everytime i try to prove my identity it won t let me.,68
why do you charge for payments? why aren t your charges clearly laid out in the agreement?,15
what are the steps to activate the card as it does not seem to work?,0
how would my friend be able to send me money?,50
i submitted a transaction to the incorrect account.,8
what do i do if i ve been charged twice for the same transaction?,63
why do i have a failed transfer,35
i want to know why my top up was reverted,61
i m attempting to top up my account but it has been pending for an hour.,47
how do i receive a disposable virtual card?,37
my cash transaction isn t showing on my account,66
hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour. if this verification has in fact failed double check to make sure that your images are clear. also make sure that your document photos have no blur or glare. they need to be readable. you must also be 18 years of age or older and be a resident of switzerland or the european economic area to open an account.,68
i can t get my google pay top to work. are there any issues on your end?,2
there is an important thing from china that i need to transfer. approximately how long will this take?,67
delete all of my account information and my account right now.,55
how can i change my name in my profile?,30
i need my card soon.,12
the atm i used for foreign currency provided the wrong exchange rate.,76
i need my card quickly,12
my bill shows the same charge more than once,63
how do i access the auto top up option?,4
i do not see the card pin anywhere?,38
what should i do if my passcode won t work?,44
i attempted to top up my car today it failed! i just got it a couple of days before and it worked then. what is going on with it?,59
i m going to travel can i have it add money automatically in certain intervals?,4
why was a charged a fee for using the card?,15
how can i set up google pay on my device?,2
how many virtual cards do i get?,29
wheres my pin,38
how long does a us transfer take,67
i am unhappy with my purchase how do i cancel the order?,52
i can t get money out of the atm,26
i am not recognized by the app.,68
google pay isn t working. what is wrong?,2
how do i reset my pin?,49
i noticed my card was used in a small town that i have never been to. can you stop the card from being used more?,22
more than one time this week i have been charged more than once for the same transaction. please correct the issue and refund the duplicate charges.,63
isn t my top up supposed to mean its complete?,47
what currency can i use to add money?,54
the app doesn t think that i am myself,68
i couldn t do a transfer to an account,7
i have a disposable virtual card here so would you tell me what to do with it?,37
my card hasn t came in the mail yet?,11
i just initiated a transfer but i d like to cancel it.,8
a strange card payment i do not recognize it.,16
my card was stolen,41
can i auto top up multiple times?,4
why do you require so many identity details?,74
may i get a disposable virtual card as well?,37
i thought transfers were free why was i charged?,64
how many top ups am i allowed to do?,60
how much transactions do i get with a disposable card?,29
i feel like too much money was taken during my currency exchange.,76
can i be charged for topping up by card,57
i will need to get a new card soon how do i order?,9
can i get a mastercard?,73
there is a pending payment on my account what does this mean?,45
