text,predicted_intent,confidence,routing_decision
how can i verify the top up card?,71,0.815219307317487,template_handler
can i track the card that you sent me in the mail?,11,0.9254939112756331,template_handler
how long does a transfer take from the point it s sent to the point it arrives in my account?,67,0.8417499086912125,template_handler
i don t know what a pending payment is.,45,0.8810003764985103,template_handler
what are my remedies if i think i was charged twice for the same expense?,63,0.9646551349434566,template_handler
is there a disposable virtual card option?,37,0.5559756898765547,template_handler
do i need to pay more for exchanging currencies?,31,0.9169444135879191,template_handler
i need to edit the personal details section of my account,30,0.9105659442054246,template_handler
my card gets rejected when i try to use it,14,0.5200926718377333,rag_pipeline
what currencies can i use to add money to my account,54,0.5086356271723006,rag_pipeline
why was i charged an extra fee when paying with card?,15,0.3590086086865247,rag_pipeline
what atms can i use my card?,3,0.5956561489215337,template_handler
looking at my account i ve noticed a charge that appears to still be in progress. i had attempted to get money out of the machine earlier but the machine seemed to have been broken. i never received my money so will you please look into this for me? i don t want to be charged for money i never actually received.,46,0.6608019467623737,template_handler
hello i am a college student who i recently attended my high school reunion at a local restaurant. i paid with my credit card and now my transaction history reflects a second charge of the seemingly same payment. what could be the reason for this? is there any way to have the fraudulent payment credited back onto my card?,15,0.35890496971047664,rag_pipeline
how do i add cash to my account?,55,0.31935473882777893,rag_pipeline
do you know why my card payment was reverted?,53,0.46755021677678293,rag_pipeline
i didn t make these transactions. is someone else using my card?,22,0.7199670265836094,template_handler
i tried to use my card to top up but all of the money has disappeared.,62,0.7967077204481253,template_handler
is there a transaction limit on a disposable card?,29,0.9631820118809967,template_handler
why was i charged for a cash withdrawal at the atm?,19,0.26399100017873384,llm_escalation
is there currency exchange on this app?,33,0.5181119217550911,rag_pipeline
transfers from the us how long will the wait be?,67,0.549145452400826,rag_pipeline
i will not be able to verify my identity.,68,0.4683076249674287,rag_pipeline
i am suppose to be getting a refund from something i purchased but it hasn t showed up in my account.,51,0.9067078308683781,template_handler
i set up a payment to a new payee and sent some money but the person i m sending it to has not received it. can you check where the money is?,66,0.9624711531013966,template_handler
why is my cash withdrawal still showing as pending?,46,0.5092394259957757,rag_pipeline
my transfer failed to a beneficiary,7,0.4887451252002681,rag_pipeline
someone is using my account to do online shopping! please freeze it asap,22,0.8960119053519383,template_handler
what cards do you offer?,54,0.5983325286566222,template_handler
the atm wouldn t let me have my money.,26,0.8490724582108161,template_handler
why is there an extra dollar charged to my account?,34,0.7205241068616698,template_handler
the atm stole my card!,18,0.45679427527413646,rag_pipeline
how fast can i transfer something from china?,67,0.9401496688984228,template_handler
the app reverted my action when i topped up.,61,0.8754007429072829,template_handler
i used my card to get cash then i was charged a fee that i shouldn t have been charged.,15,0.5217818808124457,rag_pipeline
hi one of payment is still coming as pending for which i have already paid by card. i guess it did not processed could you please check and update me.,45,0.551530995100569,template_handler
i haven t received money from a transfer?,67,0.17134813264983786,llm_escalation
i did not ask for the amount of cash that i received.,75,0.859787500059238,template_handler
my transfer hasn t appeared yet,48,0.317223018407677,rag_pipeline
has my top up been cancelled?,61,0.5959627953450616,template_handler
i still have not received an answer as to why i was charged 1.00 in a transaction?,34,0.7578142386945631,template_handler
are there age requirements,1,0.9874315479335131,template_handler
how do i complete the id check?,69,0.6145908194790913,template_handler
can you assist me with the auto top up ?,4,0.9272212848748259,template_handler
my transaction history is looking a little off. i have been charged twice for multiple different purchases and would like to have those duplicate charges refunded.,63,0.9581964188836406,template_handler
my card isn t working,14,0.8550211417082343,template_handler
why do you require all my identity details?,74,0.8176772569910057,template_handler
how do i use contactless payments?,23,0.9862648129708087,template_handler
there must have been a mistake why was i charged an extra pound?,34,0.6848120861179368,template_handler
where is the money i put in the bank?,24,0.29289913870470313,llm_escalation
i would like to report an issue with my product and want to get it refunded,52,0.9563032169942862,template_handler
i have a pending top up,47,0.3513595549076445,rag_pipeline
where do i go to reset my passcode?,44,0.9723160459996558,template_handler
it s been two weeks why has the transaction for 1.00 not been reversed?,53,0.48085332140601217,rag_pipeline
why did my transfer decline,27,0.37139587153963177,rag_pipeline
there is a cash withdrawal on my statement that i don t recognize,20,0.44122817754506666,rag_pipeline
on the card that is coming what s the tracking info?,11,0.9349495089031964,template_handler
i went for a meal in seattle and paid the bill but i think they charged me twice the first time they swiped the card i got a notification to say the money had gone out the account but then i added a tip and i think they swiped it all again. can you refund one of the charges?,63,0.8520080034133387,template_handler
how secure is a disposable virtual card,37,0.6084483149866627,template_handler
i was given the wrong exchange rate when getting cash,76,0.7021136380352765,template_handler
hello i believe there has been a mistake made on the exchange rate for my card. could you please check the official interbank exchange rate for me?,17,0.7870231056707149,template_handler
i can t prove my identity.,68,0.5090370583964642,rag_pipeline
my money has gone missing. i had recently added money in and saw it was there and went through. now it s missing. what is happening?,61,0.8479953174338971,template_handler
how can i exchange currencies,33,0.37581773400133334,rag_pipeline
i made a cash deposit to my account but it is not there,6,0.8917292253492889,template_handler
is there a topping up limit?,60,0.7429008792819379,template_handler
i took out some cash from the atm but it is still showing the transaction is pending.,46,0.7349029965551064,template_handler
there is some odd 1 charge that appears as pending on my statement. what s that about? pretty sure i haven t purchased anything for a pound there.,34,0.868238567061967,template_handler
what is the exchange rate for foreign atms,32,0.3341554422958653,rag_pipeline
can my daughter also have a card issued in her name but linked to my account?,39,0.8468303936048341,template_handler
please help revert my transaction from this morning.,8,0.9560263356013784,template_handler
it won t let me prove my identity.,68,0.7797826307808857,template_handler
close down my account. i don t like your service.,55,0.9375903621489042,template_handler
the exchange rate was messed up from the atm,76,0.6133034238882232,template_handler
for some reason my contactless won t work for me.,23,0.8997801637552009,template_handler
why did i only get 20 when i asked for 100?,75,0.9763229785645177,template_handler
found card how to put it back in app,13,0.9755498523763785,template_handler
does topping up my card have a fee?,57,0.6195300088791004,template_handler
i want to use my card. how do i activate it?,0,0.7893165740630396,template_handler
what s the maximum amount i can top up my card with please?,60,0.8364073567773785,template_handler
i would like to use top up with my apple pay.,2,0.9081817130144988,template_handler
assist me please with card activation.,0,0.9848903748003419,template_handler
is there a fee associated with using foreign exchange atms?,31,0.2663024206574891,llm_escalation
do you charge extra for exchanging currencies?,31,0.8392938126343799,template_handler
hello i have tried using crypto top up but it is not working. i had some money in my account but i m not sure what happened,61,0.7551264880201877,template_handler
where is the transfer to my account that i made?,5,0.4870918527493287,rag_pipeline
why was i charged for getting cash?,19,0.5753667737677367,template_handler
what do i do if the bank machine won t accept my pin attempts anymore?,49,0.7997358975946182,template_handler
please send my refund now.,51,0.8360179667380603,template_handler
how can i unlock the pin?,38,0.5351386925055033,rag_pipeline
how do i change the pin?,38,0.49243561130834257,rag_pipeline
hi could you please help me as someone has stolen my wallet few hours ago. and a withdrawal is made please help immediately. as i don t want to suffer more.,20,0.888925613089865,template_handler
what is taking so long on my transfer from the us?,67,0.698102673722814,template_handler
i made a bank transfer from my uk account today but it s not showing. can you check status?,5,0.925671558739695,template_handler
my new card came in. how do i activate?,0,0.49364634727519197,rag_pipeline
my topping up didn t go through.,59,0.8183431844219659,template_handler
is there a way to reset my passcode?,44,0.9808033794941369,template_handler
which flat currencies are supported for holding and exchange?,36,0.9434536739919362,template_handler
is there a way to view the history on where my funds came from?,70,0.9880939527669517,template_handler
i want to transfer money into my account,65,0.4615192934734636,rag_pipeline
i see an extra 1 charge on my statement why is this?,34,0.6345477968768342,template_handler
can you please show me where i can find the location to link my card?,13,0.9284642778601296,template_handler
how limited is a virtual card?,40,0.6627486176162877,template_handler
hi please help me to request cash back. as i have been withdrawn money from atm but i got wrong amount. in application its showing the amount i have been charged through.,75,0.9020489786231343,template_handler
are there discounts for frequent currency exchanges?,31,0.9421137686425354,template_handler
can you close my account please?,55,0.9730669966120139,template_handler
my payment didn t work and the money is in back in my account.,53,0.6345514077473438,template_handler
is there a reason there s an extra fee on my statement?,34,0.556712013010111,template_handler
why would there be a payment on my account i don t recognize?,16,0.7807403320188583,template_handler
i purchased this item and would like a refund,52,0.9668890981538908,template_handler
i have been trying to exchange this for crypto but the app won t work could you please help me?,59,0.3037427943330919,rag_pipeline
the atm didn y give me all the cash,75,0.5953124754279498,template_handler
i think i am a victim of fraud. i noticed there was a charge on my account that i didn t do because i haven t touched my card today. can you please reverse the charge and refund my money?,28,0.6662957588706245,template_handler
am i able to receive my salary this way?,50,0.9818959989432455,template_handler
do i have to pick a creditcard brand?,74,0.5117470292333026,rag_pipeline
i topped up but it didn t complete,47,0.6832599393923561,template_handler
what steps do i need to take to change my card pin?,21,0.4892812155451754,rag_pipeline
why would you cancel my transfer?,8,0.4819880130922489,rag_pipeline
tell me about the limit for top ups.,60,0.9642536371262883,template_handler
i used my card to top up but it s saying it is still pending. what does this mean?,47,0.540240663391418,rag_pipeline
a transfer was not allowed to an account.,7,0.9002304173594108,template_handler
do i get a discount if i exchange currencies a lot?,31,0.8479782126014506,template_handler
i have a transfer that s pending and wanted to know how long it is going to take to process?,48,0.8635314584340975,template_handler
hello i recently ordered an item and i need help with cancelling and processing a refund as soon as possible. it s very important that i get my refund quickly.,52,0.6136729590339618,template_handler
my cash withdrawal shows as pending still.,46,0.614687361051604,template_handler
whats the minimum age to have an account,1,0.9821350506724423,template_handler
my card has an expiration date will you send a new one automatically?,9,0.888246509574674,template_handler
hello. how long does it usually take to transfer money to another country? i ve made sure all the information is correct but the transfer still says that it s pending.,48,0.5387074082522506,rag_pipeline
the atm machine ate my card.,18,0.8170164894020394,template_handler
what is this extra fee that i got when i used my card to pay?,15,0.7762270229859344,template_handler
i need to verify my identity but how do i do that?,69,0.45423015297809677,rag_pipeline
if i bought something i didn t like can i get a refund?,52,0.8281111529472821,template_handler
if i am in china can i still order a new card and if so how?,9,0.9547584891343602,template_handler
please tell me how the exchange rate is determined. i was expecting more money for the transaction.,17,0.582059560359966,template_handler
how long will it take for my transfer to stop pending,48,0.3522293140292274,rag_pipeline
what should i do if i lost my phone?,42,0.6902676681314617,template_handler
i only have one other credit card from the us. do you accept that?,54,0.9780368389013666,template_handler
how long do i have to wait for a us transfer?,67,0.7678640366217486,template_handler
i m in china and need a new card. please help.,9,0.902801311003055,template_handler
what are the reasons to be charged a fee on card payments?,15,0.7853732628046947,template_handler
i made a purchase and was charged at the wrong foreign exchange rate.,17,0.6693190735466162,template_handler
i wanted to use my contactless at the metro today but it didn t accept it!,23,0.9761382782631923,template_handler
do i have to setup apple pay to use it,2,0.9661274688877173,template_handler
when i purchased a product in another country the currency exchange was incorrect.,33,0.37998277188440216,rag_pipeline
why haven t i seen the cash from the cheque i deposited yet?,6,0.9337608041421807,template_handler
how can i top up with google pay?,2,0.6714890517498112,template_handler
can i transfer my salary onto here?,50,0.9440692295330012,template_handler
can i use my app to get a virtual card,40,0.7155798710185192,template_handler
hey i want to buy some crypto but the app doesn t allow me to! what s the issue i really want to exchange this,7,0.713994871564398,template_handler
when will money be available in my account?,67,0.749898500620214,template_handler
why is there an identity check?,74,0.8929176769386628,template_handler
is there a way for you to find out why my account was deducted from a seller when i didn t approve of it?,53,0.31054134324260696,rag_pipeline
how can i fix my card it got declined twice.,63,0.34940242198948823,rag_pipeline
i want to close my account now.,55,0.9683898169776052,template_handler
can i check to see where the funds came from?,70,0.9778544808661448,template_handler
i can t get the card itself to work.,14,0.6593935502744214,template_handler
i ve got a problem i bought something with my card one or two weeks ago but now exact same amount of the purchase is showing up in my account. i like more money in my account but this is too good to be true. can you tell me what s happening?,53,0.8534157776416214,template_handler
what are the countries you have offices in?,24,0.9537161170643776,template_handler
do you offer services for children to have money saving experience?,1,0.5943279909382331,template_handler
the top up is broken.,47,0.3803322314440223,rag_pipeline
i can t get the virtual card to work,72,0.7203138640638699,template_handler
i was charged more than once in a single transaction,63,0.8207450866087096,template_handler
are you going to charge me to top up my card?,57,0.4429118891643302,rag_pipeline
the amount of cash i have received is not correct.,75,0.8860450835437624,template_handler
i made a transfer but my balance hasn t been updated,5,0.6399027678348805,template_handler
if you are waiting for verification it can take 10 minutes to 60 minutes to get results.you will hear from us once we have it. please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the economic area of europe or in switzerland in order to open an account.,24,0.347334648814313,rag_pipeline
are there any top up limits that i must follow?,60,0.9420926464686579,template_handler
will the pin come separately?,38,0.9361766977102062,template_handler
can i use my card for payment all over the world?,10,0.6650042719164171,template_handler
why did you charge me for taking out cash?,19,0.8705792119540939,template_handler
hi! what documents can i use to verify my identity?,69,0.5255316125710041,rag_pipeline
i was charged a fee when making this transfer and i don t think i should have been!,64,0.6781299172583046,template_handler
how do i know where my money comes from?,70,0.9822445827746961,template_handler
my child needs a card how can i add them to the account i currently have?,65,0.22670229918729834,llm_escalation
i don t like the services please close my account,55,0.9770155571826599,template_handler
can you explain to me why a top up would be reverted?,61,0.7017828452894582,template_handler
how can i process a refund for something i purchased?,52,0.8366839934597082,template_handler
i lost my wallet and i think someone is withdrawing cash with my card. please help. it is urgent.,20,0.6369221527055346,template_handler
how can i go about resetting my passcode?,44,0.9585262770987678,template_handler
why is this not letting me exchange crypto? i need help making this transaction go through.,7,0.6823757972797089,template_handler
that fee should not be there you charged my cash for an unnecessary thing.,19,0.6408601464247509,template_handler
what is the basis of your exchange rates?,32,0.8895906106358087,template_handler
am i allowed to carry an additional card?,39,0.8239778471058935,template_handler
when using a us card what is the cost for a top up off?,57,0.8738349994777668,template_handler
my money where is it coming from?,70,0.889356861333987,template_handler
i don t live in the uk. can i still get a card?,24,0.9808179708572623,template_handler
whats wrong with my currency exchange?,31,0.5235267959005225,rag_pipeline
i ve attempted to do a very standard transfer and have tried 5 times at this point. can you tell me what the issue is? is the system down?,35,0.9606633892519899,template_handler
what s my pin number?,38,0.43352522773639207,rag_pipeline
if my card is trapped in the atm what do i do?,18,0.8703048682889968,template_handler
at what age can my children use your service?,1,0.9852003896840764,template_handler
i use my card internationally to manage payments and i just noticed that you are adding additional fees. why? i am a good customer and this has me thinking about leaving.,64,0.47679516658817517,rag_pipeline
i can t pull my card out of the atm. help me.,18,0.655807555370724,template_handler
are there any charges for receiving money?,56,0.9588330130777756,template_handler
could you send me and up date on the arrival of my card?,11,0.3676998126737499,rag_pipeline
could i open an account for children?,1,0.9899412892053473,template_handler
can i top off with a debit card?,28,0.5380572109838596,rag_pipeline
why is your exchange rate so bad?,17,0.5601188513596148,template_handler
why is this payment pending?,45,0.7243982497829139,template_handler
i bought an item and now i want a refund.,52,0.9267093317659209,template_handler
do you deliver the pin separately?,38,0.8882094501106946,template_handler
do you think you re asking for too much information about me?,74,0.5283922906103599,rag_pipeline
i received the wrong amount of cash from the atm. can you help?,75,0.7333542972330557,template_handler
how can i fix my contactless?,23,0.9841007724537595,template_handler
what is the highest limit for auto top?,4,0.8642845142318754,template_handler
what different currencies can i get?,50,0.3848995152890932,rag_pipeline
the refund i asked for isn t showing up,51,0.7853561064438472,template_handler
are there any limits if i use these virtual cards?,29,0.4427185972132887,rag_pipeline
why haven t i gotten my payment yet?,11,0.4491114936318612,rag_pipeline
has there been any activity on my card today?,22,0.700824100982168,template_handler
how was i charged extra when i used my card to pay?,15,0.7654739689242476,template_handler
my latest payment was declined! what happened! i was told everything had been resolved and was back to working order again.,53,0.4294383239318023,rag_pipeline
i need a new card my current card is nearly expired.,9,0.8690029421641485,template_handler
do you offer cards for those in other countries?,24,0.8448919189335431,template_handler
i still don t have my card after 2 weeks. what should i do?,11,0.5646660344594224,template_handler
a payment i made is for a wrong amount can you help me correct the mistake.,8,0.7770191642658842,template_handler
how will i receive my pin?,38,0.34583885144621024,rag_pipeline
i lost my card,41,0.44618168949961756,rag_pipeline
i have moved. where can i update my details?,30,0.9838721590818166,template_handler
i tried to transfer but it was declined,27,0.40966519738543566,rag_pipeline
why does it matter that i prove my identity?,68,0.7055213330802242,template_handler
how long does it take for my physical card to be delivered.,12,0.5693436912563525,template_handler
how do you determine the exchange rate?,32,0.6074563749789805,template_handler
my atm card isn t working for a withdrawl,14,0.4447372265274967,rag_pipeline
where do my fund come from?,70,0.9874149350446605,template_handler
is it possible to top up by card?,62,0.5815575211636722,template_handler
i need someone to find out where my money has gone to? it has disappeared. i completed a top up earlier and seen it had went through. since it has now disappeared i need to know what s going on.,61,0.777760223267995,template_handler
what is the maximum transactions i can use on a disposable card?,29,0.9086727462215078,template_handler
your service is terrible . delete my account,55,0.943456003560387,template_handler
how can i fund my top up account using my bank account?,65,0.6311660771664672,template_handler
i got charged a fee for transferring money.,64,0.6153422118199791,template_handler
why are you keeping my money from me by declining my card? what is going on?,26,0.32263634489294624,rag_pipeline
it shows that the transfer on my account wasn t allowed.,5,0.30990970151049485,rag_pipeline
the expiration date on my card is very soon and i need to get a new one. what are the price and delivery options for my replacement card?,9,0.7564611294064463,template_handler
are all fiat currencies supported?,36,0.9299730000701567,template_handler
can i activate a card in the app?,0,0.4702765033484113,rag_pipeline
can i reactivate my lost card that i found this morning in my jacket pocket?,13,0.9767375424594625,template_handler
i was charged a fee for my transfer.,64,0.34375661506708427,rag_pipeline
how many times can i enter a wrong pin before it is blocked?,49,0.9624030526596488,template_handler
why wasn t my contactless accepted at the metro?,23,0.9818903801017465,template_handler
does the card you sent have a tracking number?,11,0.9827036663937528,template_handler
there s a cash withdrawal on my account that i didn t make,20,0.4887305086405613,rag_pipeline
will i be charged for topping up?,57,0.5359520428217311,rag_pipeline
will it automatically top up if there isn t much money left?,4,0.9554663716324122,template_handler
what happens if i use my account and my identity verification hasn t finished?,74,0.6601529846468576,template_handler
can i receive payment in another currency?,50,0.8016352688333438,template_handler
if i add money with an international card are there any fees?,57,0.9727658774678273,template_handler
i don t think i should have been charged a fee to use my card.,15,0.6392799844967156,template_handler
i need to cancel a purchase?,52,0.5383668191516846,rag_pipeline
can i change my in at all atm s?,21,0.5293091450213481,rag_pipeline
my card payment has been stuck on pending. what is the problem? it should have gone through by now.,45,0.7841995607589926,template_handler
i can t find the top up verification code.,71,0.8720854694143565,template_handler
how many disposable cards can you own?,29,0.7758980350192374,template_handler
i don t remember my code to get into the app.,44,0.9642782181994946,template_handler
i accidentally left my phone at the hotel so now i m not able to use the app.,42,0.9608773139849847,template_handler
why did i get charged when getting cash?,19,0.7906224528930176,template_handler
where do i go to update details?,30,0.8803890701789978,template_handler
what countries are you supporting?,24,0.9633950999690123,template_handler
where can i get my card at?,3,0.5366165349810402,rag_pipeline
why was my account deducted from a seller when i didn t approve of it?,53,0.8082081776766875,template_handler
i need to get a card but i live in the us.,24,0.6501900737379769,template_handler
is my card broken?,14,0.6398012909635346,template_handler
is there a cash withdrawal fee? because i just got charged?,19,0.5794681814917276,template_handler
i topped up my account but the money isn t there now.,61,0.5811982509089854,template_handler
my payment has been declined i thought this issue was fixed!,25,0.5461627276735772,rag_pipeline
i think the exchange rate for the cash i withdrew was wrong.,76,0.5043552057874586,rag_pipeline
my transfer is stuck pending? how do we fix it to it goes through?,48,0.5332074839257555,rag_pipeline
i am still waiting for a cash withdrawal to show,46,0.7246646595730629,template_handler
could i get a mastercard if that s reasonable?,73,0.9883929382715442,template_handler
i think that the card is stolen. what are my next steps?,41,0.7491882849624204,template_handler
will my card work at all merchant locations?,14,0.7308522487866457,template_handler
what are the charges for topping up us card?,57,0.9310219608712825,template_handler
can this convert money?,50,0.4732095003923638,rag_pipeline
is there a way to track the delivery of my card?,11,0.8813479031407462,template_handler
hi i received an error message informing me about the transaction failure. i have done the money transfer before and it never failed. please let me know what is the issue this time.,7,0.3322941230463606,rag_pipeline
why have i not received a virtual card yet?,40,0.7056718673663284,template_handler
what cards can i use to add money to my account,54,0.6488653897185354,template_handler
will you accept my other card from the u.s.?,54,0.9762816991043802,template_handler
i want to change my personal details.,30,0.8234780605107982,template_handler
it doesn t let me verify my identity.,68,0.5887499332367824,template_handler
why is my disposable card not working?,72,0.4605540231966209,rag_pipeline
what s the exchange fee?,31,0.813934404895042,template_handler
i made a card payment which is showing me pending.,45,0.9069263784050724,template_handler
can i cancel my transaction?,8,0.7730647160393144,template_handler
the top up card is verified how?,71,0.5800682781099675,template_handler
please help me. i don t know my code to get into the app.,44,0.9573012540561455,template_handler
i followed the instructions to transfer money using my card but then the money disappeared and i don t know what happened.,62,0.7975084803627445,template_handler
my refund isn t showing up,51,0.8831698582022091,template_handler
what do i do to close my account?,55,0.9181830446279009,template_handler
will i see fees from adding money with an international card?,57,0.9774929388940108,template_handler
my identity isn t being accepted what should i do?,68,0.40629004761652504,rag_pipeline
looks like my card payment was duplicated after all. i went to pay at the store earlier got declined once second time it works. app still stays pending for one of the payments. can you please remove one of them as it s wrong and clearly was declined?,63,0.8815460656289723,template_handler
i would like some help getting a refund back from a seller. it still isn t showing up on my statement and i requested this a long time ago. i m not sure why it s not returned yet. can you assist me in getting this money back?,51,0.7505781492517324,template_handler
why is my money not in my account. i have already sent it out.,6,0.6390873315269965,template_handler
how can i cancel this transaction?,8,0.835790773377151,template_handler
my refund has not shown up in my account. where is it?,51,0.8186095254126354,template_handler
how can i change my password?,44,0.5301151778981708,rag_pipeline
can i use american express?,54,0.903576607573693,template_handler
what should i do if the atm eats my card?,18,0.683465776844514,template_handler
salary in gbp has been received. does it need to be configured into another place?,50,0.9882310486507264,template_handler
where do i activate my card?,0,0.7895988383812863,template_handler
although i transferred some money it has not as of yet arrived.,66,0.7236115120473476,template_handler
how are exchange rates calculated at this bank?,32,0.9684099614759765,template_handler
too many times i entered the incorrect pin. how can i get my account unblocked?,49,0.943377060085378,template_handler
i would like to change to a different currency.,33,0.785039206563316,template_handler
can you help me with proving my identity?,68,0.7637933276276966,template_handler
it has been a couple of hours but i do not see my balance updated can you help?,5,0.5585448468601216,template_handler
my top up has been cancelled.,61,0.49376451770636426,rag_pipeline
i think someone else is using my card.,22,0.8396107135567079,template_handler
hello i didn t receive the right amount on my atm transaction the app shows the correct amount how can we fix this,75,0.9522901422767373,template_handler
an atm swallowed my credit card!,18,0.874101675223436,template_handler
can you tell me why i wasn t able to complete my transfer?,35,0.7057786004139591,template_handler
i just bought an item and would like to stop payment is this possible? the item has not been received yet.,52,0.8627565273521792,template_handler
to add money to my account what currencies can i use?,54,0.5073895048209984,rag_pipeline
my card has been stolen what do i do?,41,0.540406670110965,rag_pipeline
can the delivery be specific to my needs?,12,0.9262621555930827,template_handler
i am travelling and i was wondering what your exchange rates are,32,0.9106254436574975,template_handler
why isn t my beneficiary allowed?,7,0.9771172447165192,template_handler
how do i add my new card?,13,0.47594151110986355,rag_pipeline
i need to update my phone number.,42,0.6447552508028984,template_handler
is there a fee for topping off by transfer?,56,0.5949291193980925,template_handler
i need aud not gbp how do i change it?,33,0.8868920071780825,template_handler
i was wondering how i could have two charges for the same item happen more than once in a 7 day period. is there anyway i could get this corrected asap.,63,0.9640809189571993,template_handler
when i tried to access my cash i wasn t allowed!,75,0.5052057593765986,rag_pipeline
do i need to go to a physical bank to change my pin?,21,0.7692690199717672,template_handler
it seems i was overcharged when i used an atm while on vacation. if i knew about your fees in advance i sure would have gone somewhere else.,76,0.7797568577305102,template_handler
i got my new card but i am not sure if it need s activated and how?,0,0.8169921260773415,template_handler
how long do deposits take to appear? i ve been waiting for more than a week and need the money!,66,0.5005252027530748,rag_pipeline
the cash i tried to draw from the atm was not approved.,75,0.41629313115687844,rag_pipeline
there was a strange transaction made on my account a couple weeks ago by a seller i don t recognize. may you please check on this transaction for me.,28,0.7441376697457427,template_handler
where s the money i transferred into my account?,5,0.6386095572672735,template_handler
do you have to be in the uk to get a card?,24,0.8763790732134765,template_handler
why isn t a refund showing on my statement?,51,0.680668507343913,template_handler
how do i change currencies to euros?,33,0.6789189906775958,template_handler
hearing back from us regarding your important verification results may take 10 minutes to one hour time. if verification results do fail double check to make sure all of your images are clear make sure your photos have no glare or blurring. note these photos need to be readable as well. you also need to be 18 years of age or older. you must be a resident of switzerland or the european economic area to open a new account.,68,0.9076220772168445,template_handler
where can i see where my funds came from?,70,0.9570063246443666,template_handler
how long does it take for a transfer to show up in my account?,67,0.38084925510116263,rag_pipeline
i was declined a transfer,27,0.6499421726952298,template_handler
i seem to be unable to make any transactions.,14,0.8617796768913464,template_handler
how long should it take for my top up to finish? i ve been waiting a while.,47,0.7778779137611469,template_handler
i got less than what i asked for in the atm why?,75,0.9363308573905785,template_handler
i didn t make the direct debit payment on my account.,28,0.7003250419403898,template_handler
how can i tell if my card payment is reverted?,53,0.8441515811545183,template_handler
is there a problem with your system being down or something? i have already tried 5 times to issue a standard transfer but i m getting nowhere.,35,0.9603634475996136,template_handler
i am getting continuous failure for all my transfers. i have cross checked each recipient detail again and again and everything is correct.,27,0.7928058124896893,template_handler
why is my transfer not working? i tried multiple times to transfer money and all that happens is an error message pops up.,7,0.468277344672034,rag_pipeline
i was supposed to get a refund but my balance hasn t changed why not?,51,0.755670777203636,template_handler
my card wasn t working in a shop,25,0.649351076024796,template_handler
why have i been charged a fee for cash withdrawal?,19,0.4484726449974487,rag_pipeline
my recent transfer needs to be cancelled immediately it was a mistake please can you cancel it before it goes through?,8,0.9685522936872397,template_handler
i want a backup second card. is this possible?,39,0.9775048541430184,template_handler
how can i get a visa and mastercard?,73,0.9722301249094308,template_handler
my cards were stolen,41,0.6741258447536268,template_handler
please help. the card won t work.,14,0.8818149292050127,template_handler
is there a reason my top up has not gone through?,47,0.6517689103038596,template_handler
why do i have a pending cash withdrawal?,46,0.6479770943119982,template_handler
am i able to top up with apply pay?,2,0.5789409910371868,template_handler
am i charged more for using the atm?,19,0.4907830214472894,rag_pipeline
why do i have to show my id,68,0.5933447854286849,template_handler
can someone assist me with updating my account details with changing my last name?,30,0.9413397358273313,template_handler
i tried to do a transfer and it s saying it declined.,27,0.8121457282172382,template_handler
can i have more than one card?,39,0.8317246470109154,template_handler
can you lookup my password?,44,0.9885955234717373,template_handler
i changed the currency but why is it costing more?,33,0.23676005984895174,llm_escalation
why did i get charged more for using my card?,15,0.9079578693367368,template_handler
i urgently need to transfer something from china. how long can i expect it to take?,67,0.9373007204040049,template_handler
how long does it take for a top up to go through,47,0.6711586562422958,template_handler
can i use app to reset pin attempts?,49,0.6479255232857718,template_handler
is my top up not working?,59,0.35708678587591963,rag_pipeline
what is the charge for a physical card?,43,0.8949600312651044,template_handler
will it cost me to get a second card?,39,0.8427662835147692,template_handler
are there cash machines where i can change my pin?,21,0.8657982173172396,template_handler
i made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. how can you help?,8,0.9712119629346457,template_handler
my phone is at the hotel. how can i use the app?,42,0.9752056773571874,template_handler
why did you guys charge me an extra 1?,34,0.7680505240058237,template_handler
please help me with my card. as i have tried to use my card in two different atms but repeatedly it was declining by atm.,26,0.5482692749817878,rag_pipeline
can i obtained a visa card,73,0.9835685996566434,template_handler
the app says that i got cash in an atm and i didn t,20,0.8259726024579969,template_handler
i m trying to purchase a flat but i need my first payment for my mortgage to go through first. i keep getting an error. i m not sure what is going on but i need help making this transfer.,35,0.8250301009400475,template_handler
why did it cost money to transfer funds?,7,0.3593615315832516,rag_pipeline
i couldnt transfer money from my account.,65,0.464578572844849,rag_pipeline
am i charged for receiving money?,56,0.9178161757261578,template_handler
someone has access to my card info. i still have the card but someone just withdrew cash. how do i get this corrected stopped?!,22,0.7725852197656365,template_handler
what countries are you available in?,24,0.9749436666566074,template_handler
how do i cancel my transaction?,8,0.8198684112640681,template_handler
i placed a cash deposit in my account but i can t see it yet.,6,0.8682668624051383,template_handler
i have a direct debit i didn t set up,28,0.9902199833943981,template_handler
do you have a list of businesses that accept this card?,10,0.7010373921658252,template_handler
when should i receive my virtual card?,40,0.6232861329570317,template_handler
what do i do if i think someone managed to get my card information?,22,0.8744866116598232,template_handler
the money would not transfer to a beneficiary.,7,0.7460144571042212,template_handler
will i receive a new card when mine expires?,9,0.9319431312335604,template_handler
how do i show this stupid system that this is really my identity?,68,0.427997638763057,rag_pipeline
